time,latitude,longitude,depth,temperature
2016-06-22 16:00:00+00:00,35.295,140.4606,2.0,20.44
2016-06-22 16:00:00+00:00,35.295,140.4606,4.0,20.027
2016-06-22 16:00:00+00:00,35.295,140.4606,6.0,19.7
2016-06-22 16:00:00+00:00,35.295,140.4606,7.0,19.458
2016-06-22 16:00:00+00:00,35.295,140.4606,8.0,19.49
2016-06-22 16:00:00+00:00,35.295,140.4606,10.0,19.389
2016-06-22 16:00:00+00:00,35.295,140.4606,16.0,18.987
2016-06-22 16:00:00+00:00,35.295,140.4606,17.0,18.559
2016-06-22 16:00:00+00:00,35.295,140.4606,18.0,18.3
2016-06-22 16:00:00+00:00,35.295,140.4606,19.0,18.306
2016-06-23 00:00:00+00:00,35.3359,140.3782,2.0,21.24
2016-06-23 00:00:00+00:00,35.3359,140.3782,3.0,20.757
2016-06-23 00:00:00+00:00,35.3359,140.3782,4.0,19.296
2016-06-23 00:00:00+00:00,35.3359,140.3782,6.0,19.949
2016-06-23 00:00:00+00:00,35.3359,140.3782,8.0,19.375
2016-06-23 00:00:00+00:00,35.3359,140.3782,11.0,18.024
2016-06-23 00:00:00+00:00,35.3359,140.3782,17.0,17.743
2016-06-23 00:00:00+00:00,35.3359,140.3782,19.0,17.28
2016-06-23 00:00:00+00:00,35.3359,140.3782,20.0,17.712
2016-06-23 00:00:00+00:00,35.3359,140.3782,21.0,17.727
2016-06-23 04:00:00+00:00,35.3592,140.3581,2.0,20.11
2016-06-23 04:00:00+00:00,35.3592,140.3581,3.0,19.924
2016-06-23 04:00:00+00:00,35.3592,140.3581,4.0,20.086
2016-06-23 04:00:00+00:00,35.3592,140.3581,5.0,19.737
2016-06-23 04:00:00+00:00,35.3592,140.3581,6.0,19.784
2016-06-23 04:00:00+00:00,35.3592,140.3581,12.0,17.869
2016-06-23 04:00:00+00:00,35.3592,140.3581,16.0,17.484
2016-06-23 04:00:00+00:00,35.3592,140.3581,20.0,17.671
2016-06-23 04:00:00+00:00,35.3592,140.3581,22.0,17.15
