time,latitude,longitude,depth,temperature
2016-06-22 04:00:00+00:00,27.4226,128.6359,2.0,27.04
2016-06-22 04:00:00+00:00,27.4226,128.6359,8.0,26.744
2016-06-22 04:00:00+00:00,27.4226,128.6359,10.0,26.706
2016-06-22 04:00:00+00:00,27.4226,128.6359,12.0,26.411
2016-06-22 04:00:00+00:00,27.4226,128.6359,16.0,26.376
2016-06-22 04:00:00+00:00,27.4226,128.6359,17.0,26.262
2016-06-22 04:00:00+00:00,27.4226,128.6359,18.0,26.331
2016-06-22 04:00:00+00:00,27.4226,128.6359,22.0,26.23
2016-06-22 04:00:00+00:00,27.4226,128.6359,23.0,26.386
2016-06-22 04:00:00+00:00,27.4226,128.6359,24.0,26.386
2016-06-22 08:00:00+00:00,27.4233,128.6348,2.0,26.77
2016-06-22 08:00:00+00:00,27.4233,128.6348,13.0,25.977
2016-06-22 08:00:00+00:00,27.4233,128.6348,15.0,26.002
2016-06-22 08:00:00+00:00,27.4233,128.6348,22.0,25.018
2016-06-22 08:00:00+00:00,27.4233,128.6348,23.0,25.533
2016-06-22 08:00:00+00:00,27.4233,128.6348,24.0,25.742
2016-06-22 08:00:00+00:00,27.4233,128.6348,25.0,24.55
2016-06-22 08:00:00+00:00,27.4233,128.6348,26.0,24.557
2016-06-22 08:00:00+00:00,27.4233,128.6348,28.0,25.889
2016-06-22 08:00:00+00:00,27.4233,128.6348,37.0,25.969
2016-06-22 12:00:00+00:00,27.4239,128.6337,2.0,26.9
2016-06-22 12:00:00+00:00,27.4239,128.6337,14.0,26.535
2016-06-22 12:00:00+00:00,27.4239,128.6337,15.0,26.6
2016-06-22 12:00:00+00:00,27.4239,128.6337,17.0,26.42
2016-06-22 12:00:00+00:00,27.4239,128.6337,24.0,26.501
2016-06-22 12:00:00+00:00,27.4239,128.6337,30.0,26.078
2016-06-22 12:00:00+00:00,27.4239,128.6337,32.0,26.14
2016-06-22 12:00:00+00:00,27.4239,128.6337,35.0,26.046
2016-06-22 12:00:00+00:00,27.4239,128.6337,37.0,25.69
2016-06-22 12:00:00+00:00,27.4239,128.6337,38.0,25.755
2016-06-22 16:00:00+00:00,27.4245,128.6326,2.0,26.85
2016-06-22 16:00:00+00:00,27.4245,128.6326,4.0,26.844
2016-06-22 16:00:00+00:00,27.4245,128.6326,12.0,26.597
2016-06-22 16:00:00+00:00,27.4245,128.6326,15.0,26.731
2016-06-22 16:00:00+00:00,27.4245,128.6326,16.0,26.666
2016-06-22 16:00:00+00:00,27.4245,128.6326,17.0,26.713
