time,latitude,longitude,depth,temperature
2018-06-05 20:00:00+00:00,27.3769,128.6271,2.0,25.83
2018-06-05 20:00:00+00:00,27.3769,128.6271,3.0,25.765
2018-06-05 20:00:00+00:00,27.3769,128.6271,5.0,25.735
2018-06-05 20:00:00+00:00,27.3769,128.6271,7.0,25.775
2018-06-05 20:00:00+00:00,27.3769,128.6271,8.0,25.597
2018-06-05 20:00:00+00:00,27.3769,128.6271,9.0,25.631
2018-06-05 20:00:00+00:00,27.3769,128.6271,10.0,25.768
2018-06-05 20:00:00+00:00,27.3769,128.6271,12.0,25.594
2018-06-05 20:00:00+00:00,27.3769,128.6271,13.0,25.129
2018-06-05 20:00:00+00:00,27.3769,128.6271,14.0,25.05
2018-06-06 08:00:00+00:00,27.366,128.6354,2.0,26.61
2018-06-06 08:00:00+00:00,27.366,128.6354,6.0,26.229
2018-06-06 08:00:00+00:00,27.366,128.6354,9.0,25.487
2018-06-06 08:00:00+00:00,27.366,128.6354,10.0,25.387
2018-06-06 08:00:00+00:00,27.366,128.6354,12.0,24.782
2018-06-06 08:00:00+00:00,27.366,128.6354,15.0,24.498
2018-06-06 08:00:00+00:00,27.366,128.6354,16.0,24.127
2018-06-06 08:00:00+00:00,27.366,128.6354,20.0,24.411
2018-06-06 08:00:00+00:00,27.366,128.6354,22.0,24.12
2018-06-06 08:00:00+00:00,27.366,128.6354,23.0,24.391
2018-06-06 12:00:00+00:00,27.3646,128.6322,2.0,26.39
2018-06-06 12:00:00+00:00,27.3646,128.6322,11.0,25.989
2018-06-06 12:00:00+00:00,27.3646,128.6322,13.0,25.691
2018-06-06 12:00:00+00:00,27.3646,128.6322,15.0,25.546
2018-06-06 12:00:00+00:00,27.3646,128.6322,16.0,25.249
2018-06-06 12:00:00+00:00,27.3646,128.6322,17.0,25.479
2018-06-06 12:00:00+00:00,27.3646,128.6322,20.0,24.858
2018-06-06 12:00:00+00:00,27.3646,128.6322,21.0,24.96
2018-06-06 12:00:00+00:00,27.3646,128.6322,22.0,24.235
2018-06-06 12:00:00+00:00,27.3646,128.6322,23.0,24.22
2018-06-06 20:00:00+00:00,27.3713,128.6452,2.0,25.587
2018-06-06 20:00:00+00:00,27.3713,128.6452,7.0,25.72
2018-06-06 20:00:00+00:00,27.3713,128.6452,10.0,25.361
2018-06-06 20:00:00+00:00,27.3713,128.6452,13.0,24.547
2018-06-06 20:00:00+00:00,27.3713,128.6452,14.0,24.47
2018-06-06 20:00:00+00:00,27.3713,128.6452,15.0,24.861
2018-06-06 20:00:00+00:00,27.3713,128.6452,16.0,25.636
2018-06-06 20:00:00+00:00,27.3713,128.6452,17.0,25.224
2018-06-06 20:00:00+00:00,27.3713,128.6452,18.0,24.587
2018-06-06 20:00:00+00:00,27.3713,128.6452,19.0,24.474
2018-06-07 00:00:00+00:00,27.3812,128.6492,2.0,26.31
2018-06-07 00:00:00+00:00,27.3812,128.6492,4.0,26.121
2018-06-07 00:00:00+00:00,27.3812,128.6492,7.0,26.215
2018-06-07 00:00:00+00:00,27.3812,128.6492,9.0,25.938
2018-06-07 00:00:00+00:00,27.3812,128.6492,12.0,26.121
2018-06-07 00:00:00+00:00,27.3812,128.6492,16.0,25.703
2018-06-07 00:00:00+00:00,27.3812,128.6492,17.0,25.736
2018-06-07 00:00:00+00:00,27.3812,128.6492,19.0,24.59
2018-06-07 00:00:00+00:00,27.3812,128.6492,20.0,25.02
2018-06-07 08:00:00+00:00,27.3912,128.6369,2.0,25.4
2018-06-07 08:00:00+00:00,27.3912,128.6369,3.0,25.39
2018-06-07 08:00:00+00:00,27.3912,128.6369,8.0,25.129
2018-06-07 08:00:00+00:00,27.3912,128.6369,9.0,25.119
2018-06-07 08:00:00+00:00,27.3912,128.6369,11.0,24.97
2018-06-07 08:00:00+00:00,27.3912,128.6369,12.0,24.876
2018-06-07 08:00:00+00:00,27.3912,128.6369,14.0,24.4
2018-06-07 08:00:00+00:00,27.3912,128.6369,15.0,24.266
2018-06-07 08:00:00+00:00,27.3912,128.6369,17.0,24.21
2018-06-07 08:00:00+00:00,27.3912,128.6369,18.0,24.269
2018-06-07 12:00:00+00:00,27.373,128.6486,2.0,25.714
2018-06-07 12:00:00+00:00,27.373,128.6486,3.0,25.675
2018-06-07 12:00:00+00:00,27.373,128.6486,4.0,25.75
2018-06-07 12:00:00+00:00,27.373,128.6486,6.0,25.587
2018-06-07 12:00:00+00:00,27.373,128.6486,8.0,25.534
2018-06-07 12:00:00+00:00,27.373,128.6486,10.0,25.105
2018-06-07 12:00:00+00:00,27.373,128.6486,12.0,24.826
2018-06-07 12:00:00+00:00,27.373,128.6486,14.0,24.316
2018-06-07 12:00:00+00:00,27.373,128.6486,16.0,24.27
2018-06-07 12:00:00+00:00,27.373,128.6486,17.0,24.316
2018-06-08 04:00:00+00:00,27.3773,128.6451,2.0,26.25
2018-06-08 04:00:00+00:00,27.3773,128.6451,14.0,25.852
2018-06-08 04:00:00+00:00,27.3773,128.6451,18.0,26.135
2018-06-08 04:00:00+00:00,27.3773,128.6451,20.0,25.706
2018-06-08 04:00:00+00:00,27.3773,128.6451,22.0,25.683
2018-06-08 04:00:00+00:00,27.3773,128.6451,23.0,25.454
2018-06-08 04:00:00+00:00,27.3773,128.6451,24.0,25.889
2018-06-08 04:00:00+00:00,27.3773,128.6451,26.0,25.523
2018-06-08 04:00:00+00:00,27.3773,128.6451,27.0,24.337
2018-06-08 04:00:00+00:00,27.3773,128.6451,28.0,24.3
2018-06-08 12:00:00+00:00,27.3605,128.6431,2.0,25.434
2018-06-08 12:00:00+00:00,27.3605,128.6431,4.0,25.55
2018-06-08 12:00:00+00:00,27.3605,128.6431,5.0,25.514
2018-06-08 12:00:00+00:00,27.3605,128.6431,6.0,25.308
2018-06-08 12:00:00+00:00,27.3605,128.6431,7.0,25.378
2018-06-08 12:00:00+00:00,27.3605,128.6431,8.0,25.368
2018-06-08 12:00:00+00:00,27.3605,128.6431,10.0,24.621
2018-06-08 12:00:00+00:00,27.3605,128.6431,11.0,24.465
2018-06-08 12:00:00+00:00,27.3605,128.6431,15.0,24.521
2018-06-08 16:00:00+00:00,27.3572,128.6467,2.0,25.976
2018-06-08 16:00:00+00:00,27.3572,128.6467,4.0,25.981
2018-06-08 16:00:00+00:00,27.3572,128.6467,5.0,25.995
2018-06-08 16:00:00+00:00,27.3572,128.6467,6.0,25.97
2018-06-08 16:00:00+00:00,27.3572,128.6467,7.0,25.982
2018-06-08 16:00:00+00:00,27.3572,128.6467,9.0,26.22
2018-06-08 16:00:00+00:00,27.3572,128.6467,10.0,26.204
2018-06-08 16:00:00+00:00,27.3572,128.6467,11.0,26.022
2018-06-08 16:00:00+00:00,27.3572,128.6467,12.0,26.052
2018-06-08 16:00:00+00:00,27.3572,128.6467,13.0,26.049
2018-06-08 20:00:00+00:00,27.3561,128.6489,2.0,25.758
2018-06-08 20:00:00+00:00,27.3561,128.6489,3.0,25.76
2018-06-08 20:00:00+00:00,27.3561,128.6489,4.0,25.759
2018-06-08 20:00:00+00:00,27.3561,128.6489,5.0,25.751
2018-06-08 20:00:00+00:00,27.3561,128.6489,6.0,25.748
2018-06-08 20:00:00+00:00,27.3561,128.6489,8.0,25.726
2018-06-08 20:00:00+00:00,27.3561,128.6489,9.0,25.707
2018-06-08 20:00:00+00:00,27.3561,128.6489,10.0,25.621
2018-06-08 20:00:00+00:00,27.3561,128.6489,11.0,25.61
2018-06-08 20:00:00+00:00,27.3561,128.6489,12.0,25.692
2018-06-09 00:00:00+00:00,27.3617,128.6551,2.0,26.097
2018-06-09 00:00:00+00:00,27.3617,128.6551,4.0,26.021
2018-06-09 00:00:00+00:00,27.3617,128.6551,7.0,26.27
2018-06-09 00:00:00+00:00,27.3617,128.6551,15.0,25.875
2018-06-09 00:00:00+00:00,27.3617,128.6551,16.0,26.204
2018-06-09 00:00:00+00:00,27.3617,128.6551,17.0,26.173
2018-06-09 00:00:00+00:00,27.3617,128.6551,18.0,25.566
2018-06-09 00:00:00+00:00,27.3617,128.6551,19.0,25.591
2018-06-09 00:00:00+00:00,27.3617,128.6551,20.0,25.207
2018-06-09 00:00:00+00:00,27.3617,128.6551,26.0,24.98
2018-06-09 16:00:00+00:00,27.3763,128.6429,2.0,26.152
2018-06-09 16:00:00+00:00,27.3763,128.6429,7.0,26.35
2018-06-09 16:00:00+00:00,27.3763,128.6429,8.0,26.32
2018-06-09 16:00:00+00:00,27.3763,128.6429,9.0,26.225
2018-06-09 16:00:00+00:00,27.3763,128.6429,10.0,25.954
2018-06-09 16:00:00+00:00,27.3763,128.6429,11.0,25.881
2018-06-09 16:00:00+00:00,27.3763,128.6429,13.0,25.964
2018-06-09 16:00:00+00:00,27.3763,128.6429,15.0,25.838
2018-06-09 16:00:00+00:00,27.3763,128.6429,17.0,25.419
2018-06-09 16:00:00+00:00,27.3763,128.6429,18.0,25.12
2018-06-10 00:00:00+00:00,27.3835,128.6222,2.0,26.436
2018-06-10 00:00:00+00:00,27.3835,128.6222,8.0,26.384
2018-06-10 00:00:00+00:00,27.3835,128.6222,9.0,26.426
2018-06-10 00:00:00+00:00,27.3835,128.6222,15.0,26.296
2018-06-10 00:00:00+00:00,27.3835,128.6222,17.0,26.305
2018-06-10 00:00:00+00:00,27.3835,128.6222,18.0,26.391
2018-06-10 00:00:00+00:00,27.3835,128.6222,19.0,26.59
2018-06-10 00:00:00+00:00,27.3835,128.6222,20.0,26.561
2018-06-10 00:00:00+00:00,27.3835,128.6222,21.0,26.223
2018-06-10 00:00:00+00:00,27.3835,128.6222,22.0,26.13
2018-06-10 20:00:00+00:00,27.3453,128.6203,2.0,25.79
2018-06-10 20:00:00+00:00,27.3453,128.6203,8.0,25.584
2018-06-10 20:00:00+00:00,27.3453,128.6203,9.0,25.655
2018-06-10 20:00:00+00:00,27.3453,128.6203,11.0,25.408
2018-06-10 20:00:00+00:00,27.3453,128.6203,12.0,25.246
2018-06-10 20:00:00+00:00,27.3453,128.6203,13.0,25.311
2018-06-10 20:00:00+00:00,27.3453,128.6203,14.0,25.236
2018-06-10 20:00:00+00:00,27.3453,128.6203,15.0,24.964
2018-06-10 20:00:00+00:00,27.3453,128.6203,16.0,24.98
2018-06-10 20:00:00+00:00,27.3453,128.6203,17.0,24.93
2018-06-11 04:00:00+00:00,27.349,128.6132,2.0,26.77
2018-06-11 04:00:00+00:00,27.349,128.6132,3.0,26.709
2018-06-11 04:00:00+00:00,27.349,128.6132,4.0,26.6
2018-06-11 12:00:00+00:00,27.3624,128.6182,2.0,25.78
2018-06-11 12:00:00+00:00,27.3624,128.6182,3.0,25.7
2018-06-11 12:00:00+00:00,27.3624,128.6182,4.0,25.745
2018-06-11 12:00:00+00:00,27.3624,128.6182,5.0,25.719
2018-06-11 12:00:00+00:00,27.3624,128.6182,6.0,25.613
2018-06-11 12:00:00+00:00,27.3624,128.6182,7.0,25.656
2018-06-11 12:00:00+00:00,27.3624,128.6182,8.0,25.674
2018-06-11 12:00:00+00:00,27.3624,128.6182,9.0,25.498
2018-06-11 16:00:00+00:00,27.3555,128.6609,2.0,25.976
2018-06-11 16:00:00+00:00,27.3555,128.6609,3.0,25.973
2018-06-11 16:00:00+00:00,27.3555,128.6609,5.0,25.976
2018-06-11 16:00:00+00:00,27.3555,128.6609,7.0,25.977
2018-06-11 16:00:00+00:00,27.3555,128.6609,8.0,25.98
2018-06-11 16:00:00+00:00,27.3555,128.6609,9.0,25.968
